StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,sex,sex_3_TEXT,age,marit_status,children,employ_status,employ_status_6_TEXT,SES,tested_positive,know_tested_positive,no_bots,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self-control__1,trait_self-control__2,trait_self-control__3,trait_self-control__4,Self-esteem_1,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology_1,moral_circle1,health_1,Q108_1,CRT1,CRT2,CRT3
2020-05-04 16:52,2020-05-04 17:16,IP Address,104.249.230.43,100,1437,TRUE,2020-05-04 17:16,R_1P7fFZOxNMaEJiw,,,,,45.15989685,-76.03199768,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,27,Married,0,Employed full time,,5- In the middle in Canada,No,Yes,213,9,1,8,9,10,10,10,9,8,10,8,9,6,9,10,50,30,20,9,7,0,10,0,10,10,0,0,0,0,2,8,7,8,0,1,6,6,6,6,6,9,7,9,9,8,9,7,9,7,8,4,6,3,7,2,6,6,4,0,10,9,5,0,7,5,0,6,7,10,50,80,5,14,3,0,50 cents,300 minutes,7 hours
2020-05-04 16:32,2020-05-04 17:17,IP Address,207.102.139.1,100,2685,TRUE,2020-05-04 17:17,R_Wq8JZTjLAWd8tG1,,,,,50.54370117,-120.0937042,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,86,Single,3,Retired,,5- In the middle in Canada,No,No,213,5,3,8,5,7,8,8,5,5,5,7,7,5,8,8,40,40,20,7,7,7,6,8,10,9,3,3,3,3,4,8,6,7,3,6,7,7,7,5,6,7,5,7,7,7,7,7,7,7,6,4,4,6,5,3,5,4,5,5,7,7,4,3,6,6,7,5,6,6,50,40,6,11,7,0,50,3,4
2020-05-04 16:17,2020-05-04 17:17,IP Address,23.16.19.203,100,3614,TRUE,2020-05-04 17:17,R_1Okr9ajJwfIPMPj,,,,,49.27740479,-122.7624969,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,68,Married,5,Retired,,4,No,No,213,10,1,10,10,10,9,9,8,8,9,10,10,9,10,10,0,40,60,8,7,0,2,0,10,10,3,1,1,0,0,10,10,8,0,1,6,8,7,8,7,7,10,6,6,5,4,6,9,3,6,6,3,3,0,0,0,0,0,0,10,7,0,0,4,3,4,0,6,6,70,40,5,9,5,0,50,1 minute,7 hours
2020-05-04 16:57,2020-05-04 17:19,IP Address,74.15.82.125,100,1338,TRUE,2020-05-04 17:19,R_3qvOCgOkrRRIbtT,,,,,43.62489319,-79.78759766,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,56,Married,0,Employed full time,,4,No,No,213,10,0,10,10,10,9,9,9,9,8,9,9,9,9,9,0,100,0,8,5,6,6,7,8,6,8,8,1,8,8,9,8,8,1,1,5,5,8,8,6,3,8,9,9,8,8,8,8,6,8,4,2,8,3,3,2,10,2,2,10,9,5,0,8,5,0,8,8,9,50,50,8,16,8,0,50,3mins,7hours
2020-05-04 17:08,2020-05-04 17:20,IP Address,99.241.178.16,100,765,TRUE,2020-05-04 17:20,R_2EiTxVnjLa1tv2U,,,,,43.76870728,-79.4108963,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,21,Single,0,Unemployed looking for work,,5- In the middle in Canada,No,Yes,213,10,0,10,10,10,9,10,10,8,9,10,10,3,10,10,150,35,15,8,6,6,8,7,10,10,3,3,3,4,1,8,8,8,0,0,7,7,5,9,5,8,9,7,8,8,7,7,7,4,5,4,6,2,3,6,0,7,3,0,8,7,4,0,4,4,0,3,3,9,70,80,3,4,7,0,50 cents,300 minutes,4
2020-05-04 16:24,2020-05-04 17:23,IP Address,173.181.27.159,100,3537,TRUE,2020-05-04 17:23,R_r7kiRfS5mqbd21z,,,,,49.19630432,-122.8106003,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,71,Single,1,Retired,,4,No,No,213,10,0,10,10,10,10,10,10,8,10,5,10,0,10,8,30,50,20,5,4,5,5,5,10,7,5,0,0,0,3,8,8,3,0,5,7,5,9,7,5,5,5,2,2,3,5,8,6,5,5,7,4,6,5,5,5,5,5,2,7,6,0,0,5,0,5,0,0,5,30,50,5,3,2,0,25,3,4 hrs
2020-05-04 16:59,2020-05-04 17:29,IP Address,24.80.131.57,100,1801,TRUE,2020-05-04 17:29,R_3NNS9crA59CqSlK,,,,,49.23109436,-122.9560013,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,66,Single,0,Employed full time,,8,No,Yes,213,10,2,10,10,10,10,10,10,10,6,10,10,10,10,10,20,140,40,4,4,4,7,5,10,10,0,0,0,0,0,10,10,5,0,0,3,7,7,8,5,7,9,7,6,7,9,9,8,9,10,3,0,7,6,5,0,5,4,0,10,8,10,0,8,8,0,7,7,10,40,100,4,5,8,0,50,30,4
2020-05-04 17:11,2020-05-04 17:30,IP Address,99.233.21.71,100,1168,TRUE,2020-05-04 17:30,R_6nZluWRzUzg0Ve9,,,,,43.56390381,-79.71720123,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,46,Single,0,Employed full time,,4,No,Yes,213,10,0,10,10,10,10,10,10,7,10,10,10,10,10,10,50,50,0,5,5,6,7,5,10,10,0,0,0,0,0,10,10,10,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,0,5,0,5,5,0,10,10,5,0,5,5,10,5,5,7,50,50,5,8,5,0,50 cents,3 minutes,I honestly don't care for the amount that I am making on this survey. Like 8 cents for this crap
2020-05-04 17:16,2020-05-04 17:32,IP Address,47.54.188.239,100,947,TRUE,2020-05-04 17:32,R_3hhgUhCcxCWr00F,,,,,46.27070618,-63.0460968,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,63,Married,4,Retired,,5- In the middle in Canada,No,No,213,10,0,10,10,10,9,9,9,9,9,9,9,9,9,9,0,50,50,5,5,2,7,7,9,9,1,1,1,1,4,8,8,5,2,2,7,7,8,7,3,0,0,4,3,4,5,5,8,7,7,2,2,5,5,5,2,3,2,2,8,7,1,1,4,4,2,2,5,7,50,50,5,9,5,0,25 cents,3 minutes,7 hours
2020-05-04 16:54,2020-05-04 17:32,IP Address,76.71.85.171,100,2282,TRUE,2020-05-04 17:32,R_89aPoETOz6A0zM5,,,,,44.17419434,-77.37010193,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,70,Single,0,Retired,,3,No,No,213,10,0,7,10,10,10,10,10,5,5,10,8,6,10,6,100,0,0,3,2,5,8,7,10,8,0,0,0,0,2,9,9,9,0,9,5,1,0,8,6,1,1,3,5,4,2,5,8,8,8,2,5,2,0,0,0,5,0,1,8,7,2,0,1,1,0,0,1,6,40,40,4,3,4,0,25 cents,3 minutes,4 hours
2020-05-04 17:19,2020-05-04 17:33,IP Address,70.76.80.57,100,819,TRUE,2020-05-04 17:33,R_UaRUEll8628kubL,,,,,46.51679993,-84.33329773,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,30,Single,0,Employed full time,,7,No,No,213,9,1,8,8,8,9,10,8,10,10,8,8,3,8,10,100,0,0,9,7,7,6,7,10,10,0,0,0,0,5,8,8,9,1,2,2,2,4,4,6,6,3,10,7,6,7,8,8,8,7,0,2,10,3,9,5,7,4,2,9,10,9,8,8,8,2,6,4,7,0,20,6,3,10,0,50 cents,300 minutes,7 hours
2020-05-04 17:15,2020-05-04 17:33,IP Address,104.222.116.214,100,1064,TRUE,2020-05-04 17:33,R_2U3OjDCSk23qvBx,,,,,43.647995,-79.41410065,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,30,Single,0,Employed full time,,5- In the middle in Canada,No,Yes,213,10,1,9,10,10,6,7,10,10,8,8,8,3,4,10,80,20,0,9,4,3,7,4,7,5,2,1,0,6,3,10,8,8,0,5,6,8,10,6,7,4,5,9,9,3,4,7,5,6,4,9,3,8,3,5,3,7,3,0,9,7,5,3,5,6,4,1,6,10,10,20,7,5,8,0,50,300,4
2020-05-04 17:11,2020-05-04 17:34,IP Address,108.170.166.206,100,1392,TRUE,2020-05-04 17:34,R_3CITIdNv3uNv6lm,,,,,44.8993988,-76.24780273,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,42,Single,0,Employed full time,,7,No,No,213,4,0,10,8,10,9,9,8,8,8,4,3,0,3,2,0,50,50,10,8,5,5,6,10,10,3,4,7,7,2,9,10,8,0,0,7,7,7,8,8,4,3,7,5,7,7,8,8,6,6,6,3,5,5,5,4,6,3,1,10,10,9,0,9,10,4,9,9,10,30,60,3,16,8,0,25 cents,300 minutes,4 hours
2020-05-04 17:15,2020-05-04 17:37,IP Address,70.51.156.223,100,1327,TRUE,2020-05-04 17:37,R_31XJGbhyi7aDwrt,,,,,43.47639465,-80.584198,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,40,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,6,2,8,8,10,7,8,8,8,7,9,7,6,6,7,100,0,0,6,5,0,5,2,10,5,0,0,0,0,1,10,8,10,0,0,7,6,10,10,2,10,10,7,7,6,7,7,7,8,8,5,5,5,6,6,4,7,5,3,8,8,1,0,6,6,0,1,1,7,100,100,10,5,1,0,25 cents,3 minutes,7 hours
2020-05-04 17:21,2020-05-04 17:37,IP Address,70.24.95.242,100,962,TRUE,2020-05-04 17:38,R_z20c4UBtGjyU21H,,,,,44.07929993,-79.77629852,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,33,Single,0,Student,,7,No,No,213,10,0,10,10,10,10,10,10,5,10,0,0,0,5,0,150,25,25,10,7,0,0,0,10,10,0,0,0,0,5,5,5,5,0,0,10,5,10,10,10,5,10,5,5,0,5,10,7,5,7,5,5,7,0,0,0,0,0,0,0,10,10,5,5,10,9,5,0,5,0,10,5,1,7,0,50 cents,300,4 hours
2020-05-04 17:12,2020-05-04 17:39,IP Address,50.101.199.171,100,1656,TRUE,2020-05-04 17:39,R_3njfkgyBjPtIOI3,,,,,43.9250946,-78.8286972,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,32,Single,0,Student,,5- In the middle in Canada,No,No,213,9,0,7,9,10,7,7,7,8,8,4,0,1,3,8,60,30,10,7,8,5,2,5,10,8,1,9,2,2,1,7,10,9,0,4,8,6,10,10,3,7,8,6,3,2,4,4,7,3,9,8,1,5,3,4,10,4,4,5,6,2,2,3,6,7,4,4,6,6,50,100,7,3,7,0,25 cents,3 minutes,7 hours
2020-05-04 17:20,2020-05-04 17:43,IP Address,24.67.180.253,100,1339,TRUE,2020-05-04 17:43,R_30wKEoo8sl3lLlq,,,,,49.50050354,-117.2863998,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,43,Single,0,Employed part-time,,4,No,No,213,10,1,10,10,10,9,9,10,8,10,10,10,10,10,10,30,35,35,6,6,5,5,5,8,8,0,0,0,0,5,8,10,8,0,1,5,5,5,5,5,10,10,6,6,7,8,8,8,7,8,5,2,5,5,6,5,5,2,5,8,7,5,0,6,5,0,6,7,8,50,60,1,16,7,0,25,3 minutes,7
2020-05-04 17:22,2020-05-04 17:45,IP Address,70.66.210.93,100,1344,TRUE,2020-05-04 17:45,R_11buEMFTa54J4ri,,,,,48.68649292,-123.5959015,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,73,Married,0,Retired,,5- In the middle in Canada,No,No,213,10,0,10,10,10,8,5,8,8,8,10,10,10,10,10,100,0,0,6,5,5,5,5,9,9,0,0,0,0,1,9,9,9,0,1,8,8,10,10,6,2,0,7,7,5,8,8,9,7,8,2,2,7,3,0,7,5,0,0,9,9,0,0,2,2,3,0,0,5,10,10,3,16,4,0,50,3 min,4 hrs
2020-05-04 17:25,2020-05-04 17:45,IP Address,50.65.187.31,100,1201,TRUE,2020-05-04 17:45,R_4ILPOVR7SdaUNLb,,,,,53.51849365,-113.6578979,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,52,Married,0,Other,disability,7,No,No,213,10,0,10,10,10,7,7,10,6,10,10,10,9,10,10,50,50,0,8,8,7,6,7,10,10,5,0,0,0,3,9,9,9,0,1,7,4,9,6,8,7,10,8,9,7,7,8,8,6,7,6,6,7,3,5,2,6,2,0,10,8,5,0,5,6,0,5,6,9,30,70,5,6,6,0,50,3 minutes,4
2020-05-04 17:32,2020-05-04 17:45,IP Address,198.2.105.45,100,802,TRUE,2020-05-04 17:45,R_3rPydMf0gLzzgVH,,,,,43.01469421,-81.30490112,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,58,Married,1,Retired,,7,No,No,213,10,0,8,10,10,9,9,10,10,10,8,10,7,10,10,100,0,0,8,8,3,8,5,9,9,0,0,0,0,4,9,9,9,0,0,8,8,9,9,8,9,1,8,8,9,9,9,9,7,10,7,3,9,2,7,3,9,2,0,9,9,3,0,9,2,0,9,9,9,10,30,6,1,7,0,50,300,2
2020-05-04 17:26,2020-05-04 17:46,IP Address,64.229.30.209,100,1149,TRUE,2020-05-04 17:46,R_Anyn1qMcn1OWFZn,,,,,45.05900574,-74.69380188,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,54,Married,1,Employed full time,,7,No,No,213,7,3,8,9,10,10,10,10,10,10,10,8,5,4,5,5,50,45,7,7,6,10,4,10,10,9,3,2,2,5,9,9,9,0,1,7,7,10,6,5,6,8,10,9,8,6,7,9,7,9,3,4,7,8,3,1,5,4,1,10,10,5,0,5,5,3,9,6,10,20,30,5,16,7,0,50,300,4
2020-05-04 16:53,2020-05-04 17:48,IP Address,67.193.214.177,100,3312,TRUE,2020-05-04 17:48,R_3MMC2xt791dIStM,,,,,44.2454071,-76.58129883,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,25,In a relationship,0,Employed full time,,7,No,Yes,213,9,0,9,9,10,10,10,10,8,9,8,8,3,8,8,33,33,34,7,7,2,2,2,10,8,0,0,0,0,3,8,8,8,0,2,7,7,7,7,4,4,5,8,8,7,7,6,8,3,7,6,3,2,3,6,2,6,2,2,10,7,7,0,6,5,1,4,6,7,30,10,3,10,8,0,50 cents ,300 minutes ,4 hours 
2020-05-04 17:28,2020-05-04 17:49,IP Address,142.116.198.240,100,1256,TRUE,2020-05-04 17:49,R_wMIZiPfP1OP7i6Z,,,,,43.71130371,-79.41950226,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,20,In a relationship,0,Other,Self employed full time,4,No,No,213,8,1,7,9,10,7,8,7,7,10,10,10,8,10,9,40,45,15,7,4,5,7,4,10,8,2,6,6,6,2,10,10,10,0,0,7,7,8,7,5,5,6,8,6,8,6,8,10,8,8,7,8,3,4,7,1,6,5,2,10,10,7,0,6,6,0,7,9,10,40,50,5,11,7,0,50,3 minutes because the number of nurses is still 1:1 with patient ,4 hours
2020-05-04 17:04,2020-05-04 17:55,IP Address,174.4.214.199,100,3077,TRUE,2020-05-04 17:55,R_2rMjG4kCJT0HGgi,,,,,49.48170471,-119.5818024,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,63,Married,0,Employed full time,,5- In the middle in Canada,No,No,213,7,5,7,9,10,8,8,8,3,8,10,10,8,10,9,80,10,10,8,9,1,0,0,9,6,0,0,0,0,0,10,10,9,0,0,10,10,10,10,6,0,0,8,10,9,10,10,9,8,8,6,1,6,0,0,0,0,0,0,10,10,3,0,6,10,0,8,6,10,0,10,5,16,9,0,49,300,3
2020-05-04 17:29,2020-05-04 17:58,IP Address,70.26.70.73,100,1691,TRUE,2020-05-04 17:58,R_1ohuB37Y9C8iyCI,,,,,43.60279846,-79.65299988,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,62,Married,1,Employed full time,,7,No,Yes,213,10,0,9,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,9,7,5,5,5,10,10,0,0,0,0,5,10,10,10,10,3,6,6,8,8,8,8,5,10,10,9,9,9,9,7,8,5,6,8,3,3,3,3,3,1,10,10,5,0,5,5,1,5,7,10,50,50,5,16,8,0,50,300,4
2020-05-04 17:29,2020-05-04 17:58,IP Address,104.249.230.180,100,1747,TRUE,2020-05-04 17:58,R_3EYeM89cLKKGLQp,,,,,45.15989685,-76.03199768,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,38,Married,3,Employed full time,,6,No,Yes,213,10,1,10,10,10,10,10,9,10,10,10,10,8,6,8,35,40,25,9,7,5,7,9,10,10,6,6,6,8,6,10,10,10,3,2,7,7,8,6,6,4,10,8,9,6,8,9,10,4,9,4,4,7,3,8,2,4,4,2,10,10,5,1,8,8,1,6,9,7,40,30,4,9,4,0,50 centsy,300 minutes8,4 hours
2020-05-04 17:30,2020-05-04 17:59,IP Address,24.67.104.13,100,1701,TRUE,2020-05-04 17:59,R_2X5rMGdnE7KizTD,,,,,50.02430725,-119.4020996,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,Single,0,Student,,6,No,No,213,10,4,7,9,10,8,8,10,6,5,9,9,8,9,9,20,40,40,3,5,5,7,7,10,8,1,1,1,1,3,8,8,8,2,2,6,6,7,8,5,6,5,6,6,4,4,4,8,6,7,7,3,3,4,6,4,6,3,2,9,7,8,1,6,5,3,5,8,7,50,60,2,14,4,0,50,3 minutes,4 hours
2020-05-04 17:14,2020-05-04 17:59,IP Address,207.161.34.32,100,2709,TRUE,2020-05-04 17:59,R_OIESfY98YJEGOS5,,,,,49.97279358,-98.29260254,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,65,In a relationship,2,Retired,,4,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,3,5,5,3,3,10,10,0,0,0,0,0,10,10,10,0,0,8,8,8,8,8,8,8,7,7,5,8,8,8,5,5,8,6,5,4,6,1,6,0,0,10,8,5,0,4,4,3,5,2,8,70,70,5,10,7,0,50,300,4
2020-05-04 17:27,2020-05-04 18:01,IP Address,173.238.133.120,100,2051,TRUE,2020-05-04 18:01,R_22wX52jvOC1f3nA,,,,,43.1446991,-79.26339722,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",other,64,64,Married,2,Employed part-time,,6,No,Yes,213,9,1,8,10,10,10,10,10,10,10,10,10,8,9,9,50,50,0,8,7,3,8,8,10,10,2,1,0,1,3,8,9,9,2,2,8,8,9,10,8,10,10,8,9,7,8,9,9,9,4,3,1,8,7,8,1,7,3,1,10,9,4,0,7,4,3,8,8,9,30,40,3,8,8,0,50,3 minutes,4hrs
2020-05-04 17:41,2020-05-04 18:01,IP Address,99.247.41.69,100,1203,TRUE,2020-05-04 18:01,R_2wuXLfmUtoDlGMN,,,,,43.58729553,-79.61399841,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,21,Married,0,Student,,5- In the middle in Canada,No,No,213,10,1,7,9,9,7,7,7,7,8,8,8,9,8,8,100,0,0,4,,5,7,6,7,8,5,3,3,7,8,9,9,8,7,7,7,7,7,7,7,7,8,5,8,7,8,8,7,7,8,0,0,4,7,8,2,8,9,0,9,9,8,8,9,8,8,9,8,8,30,60,0,5,8,0,50,300 minutes ,4
2020-05-04 17:34,2020-05-04 18:04,IP Address,104.158.51.138,100,1777,TRUE,2020-05-04 18:04,R_3pkTBjMD8uQMviO,,,,,43.87620544,-78.92610168,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,41,Single,3,Unemployed looking for work,,3,No,No,213,10,0,10,10,10,7,6,8,5,10,5,5,4,5,7,90,10,0,8,3,5,5,5,10,10,5,5,3,5,5,10,10,10,1,1,5,6,5,7,4,2,2,7,7,4,5,2,5,8,5,7,5,4,0,0,0,0,0,0,8,5,3,1,5,2,1,5,5,7,30,30,5,7,4,0,50 cents,300 minutes,4 hours
2020-05-04 17:30,2020-05-04 18:04,IP Address,135.23.247.254,100,2035,TRUE,2020-05-04 18:04,R_wMCJcAWL5dUP8yd,,,,,44.51849365,-80.02010345,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,59,In a relationship,2,Other,Disability,5- In the middle in Canada,No,No,213,10,5,9,10,10,10,10,9,5,5,10,10,5,10,10,100,0,0,8,3,5,8,5,10,10,5,0,0,0,6,10,10,10,0,0,9,9,10,10,0,4,0,7,8,8,8,8,10,5,7,9,0,5,0,10,0,10,5,0,10,10,7,0,10,7,0,10,10,10,50,60,5,16,5,0,50,300,4
2020-05-04 17:00,2020-05-04 18:09,IP Address,70.30.106.147,100,4145,TRUE,2020-05-04 18:09,R_28S9v9UpR77FrGz,,,,,43.76699829,-79.18280029,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,19,Single,0,Unemployed looking for work,,4,No,Yes,213,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,70,15,15,2,3,0,5,0,10,0,2,0,0,2,0,9,10,10,0,0,8,10,10,5,5,5,5,8,0,0,0,3,3,8,6,2,2,0,5,0,0,0,0,0,10,8,0,0,2,2,0,0,0,10,50,60,5,16,5,0,50 cents,300 minutes,
2020-05-04 17:56,2020-05-04 18:09,IP Address,64.141.22.142,100,811,TRUE,2020-05-04 18:09,R_2AR4OfIHz2EEeR2,,,,,55.18339539,-118.745697,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,37,Married,0,Employed full time,,10 - At the top in Canada,No,No,213,0,2,1,8,9,0,0,0,0,8,9,9,9,4,2,1000,0,0,9,8,0,10,8,10,10,1,0,0,0,4,10,10,10,0,1,8,8,9,2,0,9,10,9,8,7,3,8,7,9,9,2,6,8,0,0,0,0,0,0,7,9,1,1,7,3,2,8,2,4,0,30,10,4,10,0,50,3 minutes,7 hours
2020-05-04 17:52,2020-05-04 18:15,IP Address,24.68.97.146,100,1376,TRUE,2020-05-04 18:15,R_RgCkyTolzXbvMtj,,,,,48.64860535,-123.4044037,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,28,In a relationship,2,Other,,3,No,No,213,2,8,3,3,9,7,8,10,2,10,8,5,5,5,7,100,0,0,4,3,5,3,1,10,10,0,0,0,0,5,8,8,8,0,1,7,2,7,7,3,2,9,5,2,1,1,1,1,1,1,10,10,1,9,5,5,3,3,1,8,5,5,1,5,5,2,2,0,8,50,60,5,3,5,0,50 cents ,,
2020-05-04 18:01,2020-05-04 18:17,IP Address,205.250.227.46,100,946,TRUE,2020-05-04 18:17,R_4PgLql5MqSSr7Fv,,,,,48.47709656,-123.5312958,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,33,In a relationship,0,Unemployed looking for work,,5- In the middle in Canada,No,No,213,9,3,8,8,9,8,8,8,8,8,8,8,7,9,9,50,50,0,7,7,2,6,3,10,10,2,2,2,2,7,8,8,5,1,1,8,6,9,8,4,6,3,9,9,7,8,8,7,3,7,1,5,8,4,3,3,2,2,2,8,7,2,3,5,6,5,6,5,6,50,50,5,1,8,0,50 cents,3000,8 hours
2020-05-04 17:51,2020-05-04 18:17,IP Address,207.6.35.254,100,1596,TRUE,2020-05-04 18:17,R_2VIK3jkOghgDchM,,,,,54.05079651,-122.9221039,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,63,Married,0,Retired,,5- In the middle in Canada,No,No,213,5,0,10,10,10,10,10,10,1,10,5,5,1,5,5,100,0,0,7,7,0,0,5,10,10,5,1,0,7,5,10,6,8,0,0,0,0,9,5,5,2,0,8,8,5,9,9,5,7,7,6,1,5,1,1,2,2,0,0,10,10,5,0,8,0,9,3,9,5,20,20,5,14,7,0,50,3,4
2020-05-04 17:50,2020-05-04 18:18,IP Address,99.226.190.221,100,1655,TRUE,2020-05-04 18:18,R_3GxMHExh2IU8U4j,,,,,43.03340149,-80.88300323,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,40,Single,0,Employed full time,,4,No,Yes,213,8,3,10,6,10,8,8,6,3,9,7,7,7,7,7,0,100,0,9,8,3,8,2,10,8,7,9,2,6,2,10,10,7,1,1,7,5,8,8,5,3,1,9,8,6,6,7,7,6,7,6,4,9,5,3,5,7,2,3,8,8,5,2,7,2,2,4,2,8,20,20,5,1,8,0,50 cents ,300 minutes ,4 hours 
